fire,damage,roof_material,side_material,ground_deck_material,elevated_deck_material,eaves,vent_screen,window_pane,patio_cover,fence,count
franklin,no damage,n/a,wood,masonry,masonry,enclosed,> 1/8 in,multi pane,n/a,non-combustible,1
franklin,no damage,n/a,wood,masonry,masonry,enclosed,n/a,multi pane,combustible,non-combustible,1
franklin,no damage,n/a,wood,masonry,masonry,enclosed,n/a,multi pane,non-combustible,non-combustible,1
franklin,no damage,n/a,wood,masonry,n/a,enclosed,n/a,multi pane,combustible,combustible,1
franklin,no damage,n/a,wood,masonry,n/a,enclosed,n/a,multi pane,combustible,n/a,1
franklin,no damage,n/a,wood,masonry,wood,enclosed,> 1/8 in,multi pane,combustible,combustible,1
franklin,no damage,n/a,wood,masonry,wood,n/a,n/a,multi pane,combustible,n/a,1
franklin,no damage,n/a,wood,n/a,n/a,enclosed,> 1/8 in,multi pane,n/a,non-combustible,1
franklin,no damage,n/a,wood,n/a,n/a,n/a,> 1/8 in,single pane,n/a,non-combustible,1
franklin,no damage,n/a,wood,n/a,n/a,n/a,n/a,multi pane,n/a,combustible,1
franklin,no damage,n/a,wood,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1
franklin,no damage,n/a,wood,n/a,wood,n/a,> 1/8 in,multi pane,n/a,non-combustible,1
franklin,no damage,n/a,wood,n/a,wood,n/a,n/a,multi pane,combustible,combustible,1
franklin,no damage,n/a,wood,wood,n/a,n/a,n/a,single pane,n/a,n/a,1
franklin,no damage,n/a,wood,wood,wood,enclosed,n/a,multi pane,combustible,combustible,1
franklin,no damage,n/a,wood,wood,wood,n/a,> 1/8 in,multi pane,n/a,combustible,1
franklin,no damage,n/a,wood,wood,wood,n/a,> 1/8 in,single pane,combustible,combustible,1
franklin,no damage,n/a,wood,wood,wood,unenclosed,n/a,single pane,n/a,combustible,1
franklin,no damage,tile,masonry,composite,masonry,enclosed,<= 1/8 in,multi pane,combustible,non-combustible,1
franklin,no damage,tile,masonry,composite,masonry,unenclosed,> 1/8 in,multi pane,non-combustible,non-combustible,1
franklin,no damage,tile,masonry,masonry,composite,enclosed,<= 1/8 in,multi pane,non-combustible,non-combustible,7
franklin,no damage,tile,masonry,masonry,composite,n/a,<= 1/8 in,multi pane,n/a,non-combustible,1
franklin,no damage,tile,masonry,masonry,composite,unenclosed,> 1/8 in,multi pane,non-combustible,n/a,1
franklin,no damage,tile,masonry,masonry,masonry,enclosed,<= 1/8 in,multi pane,n/a,n/a,15
franklin,no damage,tile,masonry,masonry,masonry,enclosed,<= 1/8 in,multi pane,n/a,non-combustible,2
franklin,no damage,tile,masonry,masonry,masonry,enclosed,<= 1/8 in,multi pane,non-combustible,n/a,11
franklin,no damage,tile,masonry,masonry,masonry,enclosed,<= 1/8 in,multi pane,non-combustible,non-combustible,4
franklin,no damage,tile,masonry,masonry,masonry,enclosed,<= 1/8 in,single pane,non-combustible,combustible,1
franklin,no damage,tile,masonry,masonry,masonry,enclosed,> 1/8 in,multi pane,non-combustible,non-combustible,1
franklin,no damage,tile,masonry,masonry,masonry,enclosed,> 1/8 in,single pane,n/a,n/a,2
franklin,no damage,tile,masonry,masonry,masonry,enclosed,> 1/8 in,single pane,non-combustible,combustible,1
franklin,no damage,tile,masonry,masonry,masonry,enclosed,> 1/8 in,single pane,non-combustible,n/a,1
franklin,no damage,tile,masonry,masonry,masonry,enclosed,n/a,multi pane,combustible,non-combustible,1
franklin,no damage,tile,masonry,masonry,masonry,enclosed,n/a,multi pane,n/a,combustible,1
franklin,no damage,tile,masonry,masonry,masonry,enclosed,n/a,multi pane,n/a,n/a,1
franklin,no damage,tile,masonry,masonry,masonry,enclosed,n/a,multi pane,non-combustible,non-combustible,2
franklin,no damage,tile,masonry,masonry,masonry,enclosed,n/a,single pane,n/a,n/a,1
franklin,no damage,tile,masonry,masonry,masonry,enclosed,n/a,single pane,n/a,non-combustible,2
franklin,no damage,tile,masonry,masonry,masonry,n/a,<= 1/8 in,multi pane,n/a,non-combustible,3
franklin,no damage,tile,masonry,masonry,masonry,n/a,<= 1/8 in,multi pane,non-combustible,non-combustible,1
franklin,no damage,tile,masonry,masonry,masonry,n/a,<= 1/8 in,single pane,n/a,n/a,2
franklin,no damage,tile,masonry,masonry,masonry,n/a,> 1/8 in,multi pane,n/a,n/a,2
franklin,no damage,tile,masonry,masonry,masonry,n/a,> 1/8 in,multi pane,n/a,non-combustible,5
franklin,no damage,tile,masonry,masonry,masonry,n/a,> 1/8 in,multi pane,non-combustible,n/a,1
franklin,no damage,tile,masonry,masonry,masonry,n/a,> 1/8 in,multi pane,non-combustible,non-combustible,1
franklin,no damage,tile,masonry,masonry,masonry,n/a,n/a,multi pane,n/a,n/a,4
franklin,no damage,tile,masonry,masonry,masonry,n/a,n/a,multi pane,n/a,non-combustible,1
franklin,no damage,tile,masonry,masonry,masonry,n/a,n/a,multi pane,non-combustible,non-combustible,1
franklin,no damage,tile,masonry,masonry,masonry,unenclosed,<= 1/8 in,multi pane,combustible,n/a,1
franklin,no damage,tile,masonry,masonry,masonry,unenclosed,<= 1/8 in,multi pane,n/a,non-combustible,2
franklin,no damage,tile,masonry,masonry,masonry,unenclosed,> 1/8 in,multi pane,combustible,n/a,1
franklin,no damage,tile,masonry,masonry,masonry,unenclosed,> 1/8 in,multi pane,combustible,non-combustible,1
franklin,no damage,tile,masonry,masonry,masonry,unenclosed,> 1/8 in,multi pane,n/a,n/a,2
franklin,no damage,tile,masonry,masonry,masonry,unenclosed,> 1/8 in,single pane,combustible,non-combustible,1
franklin,no damage,tile,masonry,masonry,masonry,unenclosed,> 1/8 in,single pane,n/a,non-combustible,1
franklin,no damage,tile,masonry,masonry,masonry,unenclosed,> 1/8 in,single pane,non-combustible,non-combustible,1
franklin,no damage,tile,masonry,masonry,masonry,unenclosed,n/a,multi pane,combustible,n/a,1
franklin,no damage,tile,masonry,masonry,masonry,unenclosed,n/a,multi pane,combustible,non-combustible,1
franklin,no damage,tile,masonry,masonry,masonry,unenclosed,n/a,multi pane,non-combustible,combustible,1
franklin,no damage,tile,masonry,masonry,masonry,unenclosed,n/a,multi pane,non-combustible,n/a,1
franklin,no damage,tile,masonry,masonry,masonry,unenclosed,n/a,single pane,combustible,combustible,1
franklin,no damage,tile,masonry,masonry,masonry,unenclosed,n/a,single pane,combustible,n/a,1
franklin,no damage,tile,masonry,masonry,n/a,enclosed,<= 1/8 in,multi pane,n/a,n/a,3
franklin,no damage,tile,masonry,masonry,n/a,enclosed,<= 1/8 in,multi pane,n/a,non-combustible,3
franklin,no damage,tile,masonry,masonry,n/a,enclosed,<= 1/8 in,multi pane,non-combustible,n/a,1
franklin,no damage,tile,masonry,masonry,n/a,enclosed,<= 1/8 in,single pane,n/a,combustible,1
franklin,no damage,tile,masonry,masonry,n/a,enclosed,<= 1/8 in,single pane,n/a,n/a,1
franklin,no damage,tile,masonry,masonry,n/a,enclosed,> 1/8 in,multi pane,n/a,n/a,2
franklin,no damage,tile,masonry,masonry,n/a,enclosed,> 1/8 in,multi pane,n/a,non-combustible,2
franklin,no damage,tile,masonry,masonry,n/a,enclosed,> 1/8 in,multi pane,non-combustible,non-combustible,1
franklin,no damage,tile,masonry,masonry,n/a,enclosed,> 1/8 in,single pane,n/a,non-combustible,1
franklin,no damage,tile,masonry,masonry,n/a,enclosed,> 1/8 in,single pane,non-combustible,non-combustible,1
franklin,no damage,tile,masonry,masonry,n/a,enclosed,n/a,multi pane,combustible,combustible,1
franklin,no damage,tile,masonry,masonry,n/a,enclosed,n/a,multi pane,combustible,non-combustible,1
franklin,no damage,tile,masonry,masonry,n/a,enclosed,n/a,multi pane,n/a,n/a,1
franklin,no damage,tile,masonry,masonry,n/a,enclosed,n/a,multi pane,n/a,non-combustible,1
franklin,no damage,tile,masonry,masonry,n/a,enclosed,n/a,multi pane,non-combustible,non-combustible,1
franklin,no damage,tile,masonry,masonry,n/a,enclosed,n/a,n/a,n/a,n/a,1
franklin,no damage,tile,masonry,masonry,n/a,enclosed,n/a,n/a,n/a,non-combustible,1
franklin,no damage,tile,masonry,masonry,n/a,enclosed,n/a,single pane,combustible,combustible,2
franklin,no damage,tile,masonry,masonry,n/a,enclosed,n/a,single pane,n/a,combustible,1
franklin,no damage,tile,masonry,masonry,n/a,enclosed,n/a,single pane,non-combustible,non-combustible,1
franklin,no damage,tile,masonry,masonry,n/a,n/a,<= 1/8 in,multi pane,n/a,n/a,1
franklin,no damage,tile,masonry,masonry,n/a,n/a,<= 1/8 in,multi pane,n/a,non-combustible,1
franklin,no damage,tile,masonry,masonry,n/a,n/a,<= 1/8 in,multi pane,non-combustible,non-combustible,1
franklin,no damage,tile,masonry,masonry,n/a,n/a,<= 1/8 in,single pane,n/a,n/a,1
franklin,no damage,tile,masonry,masonry,n/a,n/a,> 1/8 in,multi pane,combustible,non-combustible,1
franklin,no damage,tile,masonry,masonry,n/a,n/a,> 1/8 in,multi pane,n/a,n/a,4
franklin,no damage,tile,masonry,masonry,n/a,n/a,> 1/8 in,multi pane,non-combustible,n/a,3
franklin,no damage,tile,masonry,masonry,n/a,n/a,> 1/8 in,n/a,non-combustible,n/a,2
franklin,no damage,tile,masonry,masonry,n/a,n/a,> 1/8 in,single pane,n/a,combustible,1
franklin,no damage,tile,masonry,masonry,n/a,n/a,> 1/8 in,single pane,non-combustible,non-combustible,1
franklin,no damage,tile,masonry,masonry,n/a,n/a,n/a,multi pane,combustible,combustible,2
franklin,no damage,tile,masonry,masonry,n/a,n/a,n/a,multi pane,n/a,combustible,1
franklin,no damage,tile,masonry,masonry,n/a,n/a,n/a,multi pane,n/a,n/a,1
franklin,no damage,tile,masonry,masonry,n/a,n/a,n/a,multi pane,n/a,non-combustible,4
franklin,no damage,tile,masonry,masonry,n/a,n/a,n/a,multi pane,non-combustible,non-combustible,2
franklin,no damage,tile,masonry,masonry,n/a,n/a,n/a,n/a,n/a,n/a,1
franklin,no damage,tile,masonry,masonry,n/a,n/a,n/a,n/a,n/a,non-combustible,1
franklin,no damage,tile,masonry,masonry,n/a,n/a,n/a,single pane,combustible,n/a,1
franklin,no damage,tile,masonry,masonry,n/a,n/a,unscreened,multi pane,combustible,non-combustible,1
franklin,no damage,tile,masonry,masonry,n/a,unenclosed,<= 1/8 in,multi pane,n/a,n/a,1
franklin,no damage,tile,masonry,masonry,n/a,unenclosed,<= 1/8 in,multi pane,n/a,non-combustible,1
franklin,no damage,tile,masonry,masonry,n/a,unenclosed,<= 1/8 in,multi pane,non-combustible,n/a,2
franklin,no damage,tile,masonry,masonry,n/a,unenclosed,<= 1/8 in,multi pane,non-combustible,non-combustible,1
franklin,no damage,tile,masonry,masonry,n/a,unenclosed,<= 1/8 in,single pane,combustible,combustible,1
franklin,no damage,tile,masonry,masonry,n/a,unenclosed,<= 1/8 in,single pane,n/a,non-combustible,2
franklin,no damage,tile,masonry,masonry,n/a,unenclosed,> 1/8 in,multi pane,combustible,n/a,1
franklin,no damage,tile,masonry,masonry,n/a,unenclosed,> 1/8 in,multi pane,combustible,non-combustible,3
franklin,no damage,tile,masonry,masonry,n/a,unenclosed,> 1/8 in,multi pane,n/a,combustible,1
franklin,no damage,tile,masonry,masonry,n/a,unenclosed,> 1/8 in,multi pane,n/a,non-combustible,1
franklin,no damage,tile,masonry,masonry,n/a,unenclosed,> 1/8 in,multi pane,non-combustible,non-combustible,1
franklin,no damage,tile,masonry,masonry,n/a,unenclosed,> 1/8 in,single pane,combustible,combustible,2
franklin,no damage,tile,masonry,masonry,n/a,unenclosed,> 1/8 in,single pane,combustible,non-combustible,2
franklin,no damage,tile,masonry,masonry,n/a,unenclosed,n/a,multi pane,combustible,combustible,3
franklin,no damage,tile,masonry,masonry,n/a,unenclosed,n/a,multi pane,combustible,n/a,2
franklin,no damage,tile,masonry,masonry,n/a,unenclosed,n/a,multi pane,combustible,non-combustible,3
franklin,no damage,tile,masonry,masonry,n/a,unenclosed,n/a,multi pane,n/a,n/a,4
franklin,no damage,tile,masonry,masonry,n/a,unenclosed,n/a,multi pane,n/a,non-combustible,1
franklin,no damage,tile,masonry,masonry,n/a,unenclosed,n/a,n/a,combustible,n/a,1
franklin,no damage,tile,masonry,masonry,n/a,unenclosed,n/a,n/a,n/a,combustible,1
franklin,no damage,tile,masonry,masonry,n/a,unenclosed,n/a,n/a,n/a,non-combustible,1
franklin,no damage,tile,masonry,masonry,n/a,unenclosed,n/a,single pane,combustible,n/a,2
franklin,no damage,tile,masonry,masonry,n/a,unenclosed,n/a,single pane,n/a,combustible,1
franklin,no damage,tile,masonry,masonry,n/a,unenclosed,n/a,single pane,n/a,n/a,2
franklin,no damage,tile,masonry,masonry,n/a,unenclosed,n/a,single pane,n/a,non-combustible,1
franklin,no damage,tile,masonry,masonry,n/a,unenclosed,n/a,single pane,non-combustible,non-combustible,1
franklin,no damage,tile,masonry,masonry,wood,enclosed,<= 1/8 in,multi pane,combustible,non-combustible,2
franklin,no damage,tile,masonry,masonry,wood,enclosed,<= 1/8 in,multi pane,n/a,non-combustible,1
franklin,no damage,tile,masonry,masonry,wood,enclosed,<= 1/8 in,multi pane,non-combustible,non-combustible,3
franklin,no damage,tile,masonry,masonry,wood,n/a,<= 1/8 in,multi pane,non-combustible,combustible,1
franklin,no damage,tile,masonry,masonry,wood,n/a,> 1/8 in,multi pane,n/a,combustible,1
franklin,no damage,tile,masonry,masonry,wood,n/a,> 1/8 in,multi pane,non-combustible,non-combustible,1
franklin,no damage,tile,masonry,masonry,wood,n/a,> 1/8 in,single pane,non-combustible,n/a,1
franklin,no damage,tile,masonry,masonry,wood,unenclosed,<= 1/8 in,multi pane,n/a,combustible,1
franklin,no damage,tile,masonry,masonry,wood,unenclosed,<= 1/8 in,multi pane,non-combustible,non-combustible,1
franklin,no damage,tile,masonry,masonry,wood,unenclosed,<= 1/8 in,single pane,n/a,combustible,1
franklin,no damage,tile,masonry,masonry,wood,unenclosed,n/a,multi pane,combustible,combustible,1
franklin,no damage,tile,masonry,masonry,wood,unenclosed,n/a,multi pane,combustible,n/a,1
franklin,no damage,tile,masonry,masonry,wood,unenclosed,n/a,multi pane,combustible,non-combustible,1
franklin,no damage,tile,masonry,masonry,wood,unenclosed,n/a,single pane,n/a,non-combustible,1
franklin,no damage,tile,masonry,n/a,masonry,n/a,n/a,single pane,n/a,n/a,1
franklin,no damage,tile,masonry,n/a,masonry,unenclosed,<= 1/8 in,multi pane,n/a,non-combustible,1
franklin,no damage,tile,masonry,n/a,masonry,unenclosed,<= 1/8 in,single pane,n/a,combustible,1
franklin,no damage,tile,masonry,n/a,masonry,unenclosed,n/a,single pane,combustible,non-combustible,1
franklin,no damage,tile,masonry,n/a,n/a,enclosed,n/a,single pane,n/a,n/a,1
franklin,no damage,tile,masonry,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1
franklin,no damage,tile,masonry,n/a,n/a,n/a,n/a,single pane,n/a,n/a,2
franklin,no damage,tile,masonry,n/a,n/a,unenclosed,> 1/8 in,n/a,n/a,non-combustible,1
franklin,no damage,tile,masonry,n/a,n/a,unenclosed,> 1/8 in,single pane,n/a,n/a,1
franklin,no damage,tile,masonry,n/a,n/a,unenclosed,n/a,multi pane,combustible,combustible,1
franklin,no damage,tile,masonry,n/a,n/a,unenclosed,n/a,multi pane,n/a,n/a,1
franklin,no damage,tile,masonry,n/a,n/a,unenclosed,n/a,n/a,n/a,n/a,1
franklin,no damage,tile,masonry,wood,masonry,enclosed,> 1/8 in,multi pane,non-combustible,combustible,1
franklin,no damage,tile,masonry,wood,wood,enclosed,<= 1/8 in,multi pane,combustible,combustible,1
franklin,no damage,tile,masonry,wood,wood,enclosed,n/a,single pane,n/a,combustible,1
franklin,no damage,tile,masonry,wood,wood,n/a,> 1/8 in,single pane,n/a,non-combustible,1
franklin,no damage,tile,masonry,wood,wood,unenclosed,<= 1/8 in,multi pane,non-combustible,non-combustible,1
franklin,no damage,tile,metal,n/a,n/a,unenclosed,n/a,multi pane,n/a,n/a,1
franklin,no damage,tile,vinyl,masonry,n/a,n/a,n/a,multi pane,non-combustible,non-combustible,1
franklin,no damage,tile,vinyl,masonry,n/a,unenclosed,n/a,multi pane,combustible,n/a,1
franklin,no damage,tile,vinyl,wood,wood,enclosed,<= 1/8 in,multi pane,combustible,combustible,1
franklin,no damage,tile,wood,masonry,masonry,enclosed,n/a,multi pane,n/a,n/a,1
franklin,no damage,tile,wood,masonry,masonry,unenclosed,<= 1/8 in,multi pane,n/a,non-combustible,1
franklin,no damage,tile,wood,masonry,n/a,enclosed,<= 1/8 in,multi pane,n/a,non-combustible,1
franklin,no damage,tile,wood,masonry,n/a,enclosed,<= 1/8 in,single pane,n/a,non-combustible,1
franklin,no damage,tile,wood,masonry,n/a,enclosed,> 1/8 in,single pane,combustible,non-combustible,1
franklin,no damage,tile,wood,masonry,n/a,enclosed,n/a,multi pane,n/a,non-combustible,1
franklin,no damage,tile,wood,masonry,n/a,enclosed,n/a,single pane,n/a,n/a,2
franklin,no damage,tile,wood,masonry,n/a,n/a,n/a,multi pane,n/a,n/a,1
franklin,no damage,tile,wood,masonry,n/a,n/a,n/a,single pane,combustible,n/a,1
franklin,no damage,tile,wood,masonry,n/a,n/a,unscreened,single pane,combustible,n/a,1
franklin,no damage,tile,wood,masonry,n/a,unenclosed,<= 1/8 in,multi pane,n/a,combustible,1
franklin,no damage,tile,wood,masonry,n/a,unenclosed,<= 1/8 in,multi pane,n/a,n/a,1
franklin,no damage,tile,wood,masonry,n/a,unenclosed,> 1/8 in,single pane,combustible,combustible,1
franklin,no damage,tile,wood,masonry,n/a,unenclosed,n/a,multi pane,n/a,combustible,1
franklin,no damage,tile,wood,masonry,n/a,unenclosed,n/a,n/a,n/a,n/a,1
franklin,no damage,tile,wood,masonry,n/a,unenclosed,unscreened,single pane,combustible,combustible,1
franklin,no damage,tile,wood,masonry,wood,enclosed,> 1/8 in,single pane,combustible,non-combustible,1
franklin,no damage,tile,wood,masonry,wood,enclosed,n/a,single pane,combustible,combustible,1
franklin,no damage,tile,wood,masonry,wood,unenclosed,<= 1/8 in,multi pane,combustible,non-combustible,1
franklin,no damage,tile,wood,masonry,wood,unenclosed,> 1/8 in,multi pane,n/a,combustible,1
franklin,no damage,tile,wood,masonry,wood,unenclosed,> 1/8 in,multi pane,n/a,n/a,1
franklin,no damage,tile,wood,masonry,wood,unenclosed,> 1/8 in,multi pane,n/a,non-combustible,1
franklin,no damage,tile,wood,masonry,wood,unenclosed,> 1/8 in,single pane,combustible,combustible,2
franklin,no damage,tile,wood,masonry,wood,unenclosed,n/a,single pane,combustible,non-combustible,1
franklin,no damage,tile,wood,n/a,n/a,enclosed,n/a,n/a,n/a,n/a,1
franklin,no damage,tile,wood,n/a,n/a,unenclosed,n/a,single pane,n/a,n/a,1
franklin,no damage,tile,wood,n/a,wood,unenclosed,<= 1/8 in,single pane,combustible,n/a,1
franklin,no damage,tile,wood,n/a,wood,unenclosed,n/a,single pane,n/a,non-combustible,1
franklin,no damage,tile,wood,wood,composite,n/a,<= 1/8 in,multi pane,combustible,non-combustible,1
franklin,no damage,tile,wood,wood,wood,enclosed,n/a,multi pane,n/a,combustible,1
franklin,no damage,tile,wood,wood,wood,enclosed,unscreened,multi pane,combustible,non-combustible,1
franklin,no damage,tile,wood,wood,wood,n/a,n/a,single pane,n/a,combustible,1
franklin,no damage,tile,wood,wood,wood,unenclosed,n/a,multi pane,combustible,combustible,1
franklin,no damage,wood,masonry,masonry,n/a,unenclosed,n/a,single pane,combustible,non-combustible,1
franklin,no damage,wood,masonry,masonry,wood,unenclosed,n/a,multi pane,n/a,combustible,1
franklin,no damage,wood,masonry,n/a,n/a,n/a,n/a,n/a,combustible,non-combustible,1
franklin,no damage,wood,masonry,n/a,n/a,unenclosed,n/a,n/a,n/a,non-combustible,1
franklin,no damage,wood,n/a,wood,n/a,enclosed,n/a,multi pane,n/a,combustible,1
franklin,no damage,wood,wood,masonry,n/a,enclosed,n/a,multi pane,n/a,n/a,1
franklin,no damage,wood,wood,masonry,n/a,n/a,n/a,multi pane,combustible,n/a,1
franklin,no damage,wood,wood,masonry,n/a,unenclosed,n/a,n/a,combustible,n/a,1
franklin,no damage,wood,wood,masonry,wood,unenclosed,n/a,multi pane,combustible,n/a,1
franklin,no damage,wood,wood,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1
franklin,no damage,wood,wood,wood,n/a,unenclosed,n/a,single pane,n/a,n/a,1
line,affected (>0-10%),masonry,masonry,n/a,n/a,n/a,n/a,n/a,non-combustible,n/a,1
line,affected (>0-10%),metal,wood,n/a,wood,enclosed,n/a,multi pane,combustible,combustible,1
line,affected (>0-10%),tile,masonry,masonry,masonry,enclosed,<= 1/8 in,multi pane,n/a,non-combustible,1
line,destroyed (>50%),asphalt,wood,n/a,wood,n/a,n/a,multi pane,n/a,combustible,1
line,destroyed (>50%),n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1
line,major (25-50%),n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1
line,minor (10-25%),asphalt,masonry,wood,wood,enclosed,n/a,multi pane,non-combustible,non-combustible,1
line,no damage,asphalt,masonry,masonry,composite,enclosed,<= 1/8 in,multi pane,n/a,n/a,1
line,no damage,asphalt,masonry,masonry,composite,enclosed,> 1/8 in,multi pane,combustible,n/a,1
line,no damage,asphalt,masonry,masonry,composite,enclosed,n/a,multi pane,n/a,n/a,1
line,no damage,asphalt,masonry,masonry,masonry,enclosed,n/a,multi pane,combustible,n/a,1
line,no damage,asphalt,masonry,masonry,masonry,n/a,> 1/8 in,multi pane,non-combustible,n/a,1
line,no damage,asphalt,masonry,masonry,masonry,n/a,n/a,n/a,n/a,non-combustible,1
line,no damage,asphalt,masonry,masonry,n/a,n/a,n/a,n/a,n/a,n/a,2
line,no damage,asphalt,masonry,masonry,wood,enclosed,<= 1/8 in,multi pane,n/a,n/a,1
line,no damage,asphalt,masonry,masonry,wood,unenclosed,<= 1/8 in,multi pane,n/a,n/a,1
line,no damage,asphalt,masonry,n/a,n/a,enclosed,> 1/8 in,n/a,n/a,n/a,1
line,no damage,asphalt,masonry,n/a,n/a,unenclosed,<= 1/8 in,n/a,n/a,n/a,1
line,no damage,asphalt,masonry,n/a,n/a,unenclosed,> 1/8 in,single pane,n/a,n/a,1
line,no damage,asphalt,masonry,n/a,n/a,unenclosed,n/a,multi pane,n/a,n/a,1
line,no damage,asphalt,masonry,n/a,wood,enclosed,n/a,single pane,combustible,n/a,1
line,no damage,asphalt,masonry,wood,wood,enclosed,> 1/8 in,multi pane,combustible,non-combustible,1
line,no damage,asphalt,masonry,wood,wood,enclosed,> 1/8 in,single pane,combustible,n/a,1
line,no damage,asphalt,masonry,wood,wood,enclosed,n/a,multi pane,combustible,n/a,1
line,no damage,asphalt,masonry,wood,wood,enclosed,n/a,multi pane,non-combustible,n/a,1
line,no damage,asphalt,masonry,wood,wood,unenclosed,> 1/8 in,multi pane,combustible,n/a,1
line,no damage,asphalt,n/a,masonry,n/a,unenclosed,> 1/8 in,multi pane,n/a,n/a,1
line,no damage,asphalt,n/a,n/a,n/a,enclosed,n/a,n/a,n/a,n/a,1
line,no damage,asphalt,n/a,wood,wood,unenclosed,n/a,single pane,n/a,n/a,1
line,no damage,asphalt,vinyl,masonry,n/a,enclosed,n/a,multi pane,n/a,n/a,1
line,no damage,asphalt,vinyl,masonry,wood,enclosed,n/a,single pane,n/a,n/a,1
line,no damage,asphalt,vinyl,n/a,wood,unenclosed,> 1/8 in,multi pane,n/a,n/a,1
line,no damage,asphalt,vinyl,n/a,wood,unenclosed,n/a,multi pane,n/a,n/a,1
line,no damage,asphalt,vinyl,n/a,wood,unenclosed,n/a,single pane,combustible,non-combustible,1
line,no damage,asphalt,vinyl,wood,wood,enclosed,n/a,multi pane,n/a,combustible,1
line,no damage,asphalt,wood,composite,composite,unenclosed,n/a,multi pane,combustible,n/a,1
line,no damage,asphalt,wood,composite,n/a,unenclosed,<= 1/8 in,multi pane,combustible,n/a,1
line,no damage,asphalt,wood,composite,n/a,unenclosed,<= 1/8 in,single pane,combustible,combustible,1
line,no damage,asphalt,wood,composite,n/a,unenclosed,> 1/8 in,multi pane,combustible,n/a,4
line,no damage,asphalt,wood,composite,wood,unenclosed,<= 1/8 in,single pane,combustible,n/a,1
line,no damage,asphalt,wood,composite,wood,unenclosed,n/a,multi pane,n/a,non-combustible,1
line,no damage,asphalt,wood,masonry,composite,enclosed,n/a,multi pane,non-combustible,n/a,1
line,no damage,asphalt,wood,masonry,composite,unenclosed,> 1/8 in,multi pane,combustible,n/a,1
line,no damage,asphalt,wood,masonry,composite,unenclosed,n/a,single pane,n/a,combustible,1
line,no damage,asphalt,wood,masonry,masonry,enclosed,<= 1/8 in,single pane,combustible,n/a,1
line,no damage,asphalt,wood,masonry,masonry,enclosed,> 1/8 in,multi pane,combustible,n/a,1
line,no damage,asphalt,wood,masonry,masonry,unenclosed,> 1/8 in,multi pane,combustible,n/a,1
line,no damage,asphalt,wood,masonry,masonry,unenclosed,> 1/8 in,single pane,n/a,n/a,1
line,no damage,asphalt,wood,masonry,n/a,enclosed,<= 1/8 in,single pane,combustible,n/a,1
line,no damage,asphalt,wood,masonry,n/a,enclosed,> 1/8 in,n/a,n/a,n/a,1
line,no damage,asphalt,wood,masonry,n/a,enclosed,n/a,multi pane,combustible,combustible,1
line,no damage,asphalt,wood,masonry,n/a,unenclosed,<= 1/8 in,multi pane,combustible,n/a,2
line,no damage,asphalt,wood,masonry,n/a,unenclosed,<= 1/8 in,single pane,combustible,n/a,1
line,no damage,asphalt,wood,masonry,n/a,unenclosed,<= 1/8 in,single pane,n/a,non-combustible,1
line,no damage,asphalt,wood,masonry,n/a,unenclosed,> 1/8 in,multi pane,combustible,combustible,1
line,no damage,asphalt,wood,masonry,n/a,unenclosed,> 1/8 in,multi pane,combustible,n/a,1
line,no damage,asphalt,wood,masonry,n/a,unenclosed,> 1/8 in,multi pane,n/a,n/a,1
line,no damage,asphalt,wood,masonry,n/a,unenclosed,> 1/8 in,multi pane,n/a,non-combustible,1
line,no damage,asphalt,wood,masonry,n/a,unenclosed,> 1/8 in,n/a,n/a,n/a,1
line,no damage,asphalt,wood,masonry,n/a,unenclosed,> 1/8 in,single pane,n/a,n/a,1
line,no damage,asphalt,wood,masonry,n/a,unenclosed,n/a,single pane,n/a,n/a,1
line,no damage,asphalt,wood,masonry,wood,enclosed,> 1/8 in,multi pane,combustible,combustible,1
line,no damage,asphalt,wood,masonry,wood,enclosed,> 1/8 in,multi pane,combustible,n/a,1
line,no damage,asphalt,wood,masonry,wood,enclosed,> 1/8 in,multi pane,n/a,n/a,1
line,no damage,asphalt,wood,masonry,wood,enclosed,> 1/8 in,single pane,n/a,non-combustible,1
line,no damage,asphalt,wood,masonry,wood,enclosed,n/a,multi pane,combustible,combustible,1
line,no damage,asphalt,wood,masonry,wood,enclosed,n/a,multi pane,n/a,n/a,1
line,no damage,asphalt,wood,masonry,wood,enclosed,n/a,single pane,combustible,non-combustible,1
line,no damage,asphalt,wood,masonry,wood,n/a,n/a,single pane,n/a,n/a,1
line,no damage,asphalt,wood,masonry,wood,unenclosed,> 1/8 in,multi pane,combustible,n/a,2
line,no damage,asphalt,wood,masonry,wood,unenclosed,> 1/8 in,single pane,combustible,non-combustible,1
line,no damage,asphalt,wood,masonry,wood,unenclosed,> 1/8 in,single pane,n/a,n/a,1
line,no damage,asphalt,wood,masonry,wood,unenclosed,n/a,multi pane,combustible,n/a,3
line,no damage,asphalt,wood,masonry,wood,unenclosed,n/a,multi pane,n/a,n/a,3
line,no damage,asphalt,wood,masonry,wood,unenclosed,n/a,multi pane,non-combustible,combustible,1
